job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0072__EB48D8BDA99D1990_9e6y_s1931_74144557bd11	V29_GEN__C0072__EB48D8BDA99D1990	9e6y	1931	74144557bd11b5a130578aedf6b25a3d1c61c690b28a41d2d1e7afb7d5f2a010
CANDIDATE_V29_GEN__C0136__110DAAD6E9F5E80F_8x6b_s917_74163a4404ee	V29_GEN__C0136__110DAAD6E9F5E80F	8x6b	917	74163a4404eeae83c278fd578ba94ac3bd6105e03af0d7c6c9776e59f20f5996
CANDIDATE_V29_GEN__C0144__7AFF70222751601D_9e6y_s917_7417d6661e24	V29_GEN__C0144__7AFF70222751601D	9e6y	917	7417d6661e24efea96b2cdfd93cd99ea21c07ca5c0f2dd7ccdb86d5e822535c9
CANDIDATE_V29_GEN__C0504__227A53768752258E_9e6y_s3253_741b9ad22dc0	V29_GEN__C0504__227A53768752258E	9e6y	3253	741b9ad22dc039c87f6f4186593b94a092007eb2196ec7b12094275dd26b5410
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B05__M01_9e6y_s1931_7420662eac96	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B05__M01	9e6y	1931	7420662eac9603f931bfe64948f6f2d1eb7d31a4a0b48d7b2f8637fb9843b4e3
CANDIDATE_V29_GEN__C0514__CA8E42E46E0A8547_8x6b_s1931_7423950eba26	V29_GEN__C0514__CA8E42E46E0A8547	8x6b	1931	7423950eba2661dbdf8237d70cb59c7ad9630c93cfc24115d57255fdd9a5bb7d
CANDIDATE_V29_GEN__C0102__CB6C336F5EC43204_8x6b_s1931_742a701156a5	V29_GEN__C0102__CB6C336F5EC43204	8x6b	1931	742a701156a55af95a227b8879d7b2ef6a9f27e86d5e0988f701b7e13a24e35b
CANDIDATE_V29_GEN__C0509__02E5E15D037E5115_8x6b_s917_742e22d1152d	V29_GEN__C0509__02E5E15D037E5115	8x6b	917	742e22d1152d6649a2c8f1840044e183aafb8a45b1c49fca1a627eac8a0be6d2
CANDIDATE_V29_GEN__C0106__D3EFC4B02034831F_8x6b_s917_74338784b7f1	V29_GEN__C0106__D3EFC4B02034831F	8x6b	917	74338784b7f1c002a43866cad87801c0b49154a7400fde747dcd4bc27e9113e6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B04__M02_9e6y_s917_7434951b5176	V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B04__M02	9e6y	917	7434951b51765d7f2c36b9b093d339a2e9a6e8d183a17539fead10e3adb67e4a
CANDIDATE_V29_GEN__C0076__B9833873D2D7FC8F_8x6b_s917_743bf396b45f	V29_GEN__C0076__B9833873D2D7FC8F	8x6b	917	743bf396b45ffe875fffac9fa621bfd388f9541d2b9bbe81569f65e552ace301
CANDIDATE_V29_GEN__C0311__E57C3D0C2279ED89_9e6y_s1931_74439bb5a9b1	V29_GEN__C0311__E57C3D0C2279ED89	9e6y	1931	74439bb5a9b1e2c25eb99e7c04a6bf3d90a38d2a15c2197e270cb2dd4be32773
CANDIDATE_V29_GEN__C0348__41241285DC13C250_9e6y_s3253_744c52c16f24	V29_GEN__C0348__41241285DC13C250	9e6y	3253	744c52c16f245c355f45e8675ea0aeeacd816630e3e91209be8406ddcfac5417
CANDIDATE_V29_GEN__C0150__EEC8DE01117F756B_9e6y_s3253_745e49dfbe91	V29_GEN__C0150__EEC8DE01117F756B	9e6y	3253	745e49dfbe914ab703470761d4b74ef82dd2c3e4455fe077b7ac5262ef079079
CANDIDATE_V29_GEN__C0030__16B0033E46BC4B58_9e6y_s917_74664387120a	V29_GEN__C0030__16B0033E46BC4B58	9e6y	917	74664387120ae586382a3f2cb116af0972e4da367579d57cd5f39159533a3b23
CANDIDATE_V29_GEN__C0107__4036C4E1C91DDCAE_8x6b_s917_746b6c8a71bd	V29_GEN__C0107__4036C4E1C91DDCAE	8x6b	917	746b6c8a71bd4423a0bc6be49ff6ba5858f261da6b3f3a6bdd6b9cdfa66a93da
CANDIDATE_V29_GEN__C0409__AE5D3FD07C4393E4_9e6y_s917_7470d62ec8d4	V29_GEN__C0409__AE5D3FD07C4393E4	9e6y	917	7470d62ec8d468db392076c7b1cd899d76499b760b688fe1ddfc53ffbfeb3f13
CANDIDATE_V29_GEN__C0072__125A0DDBABC9B180_8x6b_s917_7472d09f1bb5	V29_GEN__C0072__125A0DDBABC9B180	8x6b	917	7472d09f1bb51eb38771293ff0c0b1eec428aaac73ad218ad908beacd1b29c63
CANDIDATE_V29_GEN__C0030__73381B3F6E135398_9e6y_s917_7478b4eac0cb	V29_GEN__C0030__73381B3F6E135398	9e6y	917	7478b4eac0cb52e80059594752cbb0b67e9706bb551dc8a4ba910c83c437ec8a
CANDIDATE_V29_GEN__C0102__A79F56B1FA6E0988_8x6b_s3253_747c825e63fe	V29_GEN__C0102__A79F56B1FA6E0988	8x6b	3253	747c825e63fee7590ff0ec429794d969be729a8b756ab3f8ae2e0d7370a73d1a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B11__M01_9e6y_s917_748a24573a50	V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B11__M01	9e6y	917	748a24573a506fd641a1e6e9ce499aaa9aa8c6900dbc390d331edbe4e64e6899
CANDIDATE_V29_GEN__C0052__6934875EADC02D1D_9e6y_s917_748d51e838cd	V29_GEN__C0052__6934875EADC02D1D	9e6y	917	748d51e838cdc2e46dada1ba26caba4911a0f69c700284e5734ae0e892e2664d
CANDIDATE_V29_GEN__C0518__CCC80DB566FB64C3_8x6b_s917_7494578c17fc	V29_GEN__C0518__CCC80DB566FB64C3	8x6b	917	7494578c17fce4cca32b7e2b2c7dac1eab445294e6a63f6afaa4190bd1f5b1ca
CANDIDATE_V29_GEN__C0514__971AB7E0EA1DCC8F_8x6b_s917_749cc2fcf3e8	V29_GEN__C0514__971AB7E0EA1DCC8F	8x6b	917	749cc2fcf3e8a3bf5cf755ee2e05fadc8b5691248ab5580b31b691e3f2648de1
CANDIDATE_V29_GEN__C0119__310EF8D0AD0EAB71_8x6b_s917_74a36ad5e744	V29_GEN__C0119__310EF8D0AD0EAB71	8x6b	917	74a36ad5e7440f6def99c7c0fcb99934901cbe14f78974bd288a8a99268594ef
CANDIDATE_V29_GEN__C0348__E24EBA1E843EF2A4_8x6b_s1931_74a59878a4ea	V29_GEN__C0348__E24EBA1E843EF2A4	8x6b	1931	74a59878a4eab99567b506bdd7d56bf4e9d4a510d070137a53d3d51b7548570a
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B05__M02_9e6y_s1931_74ab211760ed	V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B05__M02	9e6y	1931	74ab211760ed53db873aa877b3d24ac3a77508aeb7918fb2abc59a610dd50f2d
CANDIDATE_V29_GEN__C0146__C4B767917AA44F45_8x6b_s917_74abf3c8e17e	V29_GEN__C0146__C4B767917AA44F45	8x6b	917	74abf3c8e17ebbdd5f183511a7e3c3acf723e88bf57bc46c1c417da60c5e96e3
CANDIDATE_V29_GEN__C0354__E1022E8264792DE1_9e6y_s917_74b216380759	V29_GEN__C0354__E1022E8264792DE1	9e6y	917	74b216380759516292d15dcb2785bd2080849464e81429fa34c22b429259ee10
CANDIDATE_V29_GEN__C0030__2D8297E49CD70A3A_8x6b_s917_74b792ee4a96	V29_GEN__C0030__2D8297E49CD70A3A	8x6b	917	74b792ee4a9661d0f45ff0f2a6ab0467a6aa2ab0a1685e094050ba08a78bf85a
CANDIDATE_V29_GEN__C0514__D8DBBB330CB569D6_8x6b_s917_74c09dbf2114	V29_GEN__C0514__D8DBBB330CB569D6	8x6b	917	74c09dbf211448d5d4901102f409e47c99ac681286ca9b6f6d1eb5ebe1906838
CANDIDATE_V29_GEN__C0144__C2D640366303AAF8_8x6b_s917_74c2903ccfe1	V29_GEN__C0144__C2D640366303AAF8	8x6b	917	74c2903ccfe11f202018733a2c5b824d653b9d5001c580cd01ba9a9bba12696f
CANDIDATE_V29_GEN__C0299__3B5990BAF43603A9_9e6y_s917_74c3d1bdd4c2	V29_GEN__C0299__3B5990BAF43603A9	9e6y	917	74c3d1bdd4c25da0cb2d30abe4d8ac80af1bea6e2a3c17f4b5ff551134f4e297
CANDIDATE_V29_GEN__C0145__8C5A35CAB68EC1AE_9e6y_s917_74c6d16682cb	V29_GEN__C0145__8C5A35CAB68EC1AE	9e6y	917	74c6d16682cb3c2017d22d14bc654ca5de771e5ea1917eff2efd56f4cd5e1c66
CANDIDATE_V29_GEN__C0311__EE08A5B2738DE8B5_8x6b_s917_74cc24402644	V29_GEN__C0311__EE08A5B2738DE8B5	8x6b	917	74cc24402644d87d0e3d935d079a0e75e6b4dde7e385f1d07cfef8f3bc77a566
CANDIDATE_V29_GEN__C0113__CFE56031925D7BA2_9e6y_s917_74cfae533ebc	V29_GEN__C0113__CFE56031925D7BA2	9e6y	917	74cfae533ebc0b194843448fcbff7503ee26f01c2224e659a188517064e13bca
CANDIDATE_V29_GEN__C0007__793AD0C74E9002C8_9e6y_s917_74d22437db30	V29_GEN__C0007__793AD0C74E9002C8	9e6y	917	74d22437db302acceff10c709544f9572e8da01895b5945868ac86a8aa9b85f6
CANDIDATE_V29_GEN__C0074__15CC1F7E685F5E68_8x6b_s917_74d3752f7df4	V29_GEN__C0074__15CC1F7E685F5E68	8x6b	917	74d3752f7df46d87ba6f0890c987b5518e3b51e843d535186c178b088c638ba4
CANDIDATE_V29_GEN__C0090__21C1617AE21A77E9_8x6b_s917_74dc6d2904f3	V29_GEN__C0090__21C1617AE21A77E9	8x6b	917	74dc6d2904f3a14924957b3a591868976824258d9df1e868b7d23a7f802d1e82
CANDIDATE_V29_GEN__C0048__D5100E96D064D18F_8x6b_s917_74e04d61eb6b	V29_GEN__C0048__D5100E96D064D18F	8x6b	917	74e04d61eb6b1013b2298ccd4f44cf84cd4224ba48a7e66ae8ac7c15b62cfe52
CANDIDATE_V29_GEN__C0514__49AF935E6864C8DE_8x6b_s917_74ea387e2e31	V29_GEN__C0514__49AF935E6864C8DE	8x6b	917	74ea387e2e3117e6025f7995b3440e732bb3f9d33bf344478b314593321a6b1c
CANDIDATE_V29_GEN__C0509__C1ED4329703569DB_9e6y_s917_74f194415f2f	V29_GEN__C0509__C1ED4329703569DB	9e6y	917	74f194415f2f66ece23c826886d854983567cbba4c8b573d5626c9f6a6bdb43a
CANDIDATE_V29_GEN__C0138__979346AB11385D1A_8x6b_s917_74f8c0cac210	V29_GEN__C0138__979346AB11385D1A	8x6b	917	74f8c0cac21047c0b6b717421096c1ffadf8fec5278f11d88b94e12c0b5c456a
CANDIDATE_V29_GEN__C0074__D3AB8067C59E0B20_9e6y_s917_74fd0a0d8342	V29_GEN__C0074__D3AB8067C59E0B20	9e6y	917	74fd0a0d8342d0daecaa2c402be2182f95f3a0b2e4e17d0d1488c4c26e59f28c
CANDIDATE_V29_GEN__C0518__0D4CF6BD0D29066A_9e6y_s917_74ff3fc32d19	V29_GEN__C0518__0D4CF6BD0D29066A	9e6y	917	74ff3fc32d19a5d8e3eaa7a776709572a905c04f712759c158b612ea4bf5834a
CANDIDATE_V29_GEN__C0509__0F636428001A0484_8x6b_s917_75066305a4ee	V29_GEN__C0509__0F636428001A0484	8x6b	917	75066305a4ee99058206a1f94e18e04a77553c6e01f24b17f88b283545481bba
CANDIDATE_V29_GEN__C0054__7313BEDD24CB1AF5_9e6y_s917_750d1c156562	V29_GEN__C0054__7313BEDD24CB1AF5	9e6y	917	750d1c156562f17de0c19a84b35afed0e28ad30d44449097aa51e686ec50eca4
CANDIDATE_V29_GEN__C0009__CC2F2C285313A9A1_8x6b_s917_751a20c1101b	V29_GEN__C0009__CC2F2C285313A9A1	8x6b	917	751a20c1101b34896296491fd1162651113897546760f5f8deef03b7c16d525a
CANDIDATE_V29_GEN__C0090__48A9A3B2E4CFFA84_9e6y_s917_751ea9f6ff27	V29_GEN__C0090__48A9A3B2E4CFFA84	9e6y	917	751ea9f6ff27950560213b42fb3c95fd0b1b188d4d5224f306470a722c6fbfa5
CANDIDATE_V29_GEN__C0411__088DF1299A3A694B_8x6b_s3253_7520464b9ca5	V29_GEN__C0411__088DF1299A3A694B	8x6b	3253	7520464b9ca5e7cf0ca05ec9cb05bb1fd4caf45f88d32159d217dfa950db450d
CANDIDATE_V29_GEN__C0054__12CE5272F9821BE3_9e6y_s917_7521429d4d2d	V29_GEN__C0054__12CE5272F9821BE3	9e6y	917	7521429d4d2d9943bd4800f8aa2fc6eb87aceeab43736fd2bf44bb250b597c90
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B04__M02_9e6y_s917_75249223c0c7	V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B04__M02	9e6y	917	75249223c0c79b818ace7eec106067769adc655a450bbcf20ad2bddc295a5757
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__A_CENTER__H1H3__B05__M01_8x6b_s917_75289a9b88a0	V29_RF__RFV1__PLDNANO_VHH_00197__A_CENTER__H1H3__B05__M01	8x6b	917	75289a9b88a0d989c743c6d8aed92e00ad683d4342d4be4f6fcb74dead1f3241
CANDIDATE_V29_GEN__C0007__8D53B9AD9DFC80FE_9e6y_s3253_7533ef9d0997	V29_GEN__C0007__8D53B9AD9DFC80FE	9e6y	3253	7533ef9d0997e5d588ef4e41d65367299bb50e40457af94a66492645659141d5
CANDIDATE_V29_GEN__C0107__EE4223C880B48166_8x6b_s917_7537db3ac028	V29_GEN__C0107__EE4223C880B48166	8x6b	917	7537db3ac0289f331f92005210821c11c4e4fb29dce19bc62c813a55f03fda7e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__B_LOWER__H3__B04__M00_8x6b_s1931_754a3c15076d	V29_RF__RFV1__PLDNANO_VHH_00376__B_LOWER__H3__B04__M00	8x6b	1931	754a3c15076d1f3d7a6bd8a89c038f333ae66123a9f659eba69daaca3290c74c
CANDIDATE_V29_GEN__C0502__FDF2B2EC736A7260_8x6b_s917_754cffc02c25	V29_GEN__C0502__FDF2B2EC736A7260	8x6b	917	754cffc02c25e19ea52a966375df469bdca2fb1d9c4b630b4455a69162a7426e
CANDIDATE_V29_GEN__C0514__8FD775FE90A6CC26_8x6b_s1931_7553d9d71543	V29_GEN__C0514__8FD775FE90A6CC26	8x6b	1931	7553d9d715437f3aec293d97f1c71424c7fe7f8ff95eeae673b722729a9ecab3
CANDIDATE_V29_GEN__C0248__50A3C07596E12B2C_9e6y_s917_755724deff21	V29_GEN__C0248__50A3C07596E12B2C	9e6y	917	755724deff21560771d8a9d96c3b09bbfa3c4aea7dbf51493efb7fa9738d9431
CANDIDATE_V29_GEN__C0176__B8DADE1B8D3E36DA_8x6b_s917_7558d717d766	V29_GEN__C0176__B8DADE1B8D3E36DA	8x6b	917	7558d717d766b0225fcc277fb6bac8e1f96502bcc5d7f391c7551f65aa646e71
CANDIDATE_V29_GEN__C0258__C98B92FCAE2CD65D_8x6b_s917_75603cf0ba60	V29_GEN__C0258__C98B92FCAE2CD65D	8x6b	917	75603cf0ba60f7faf3a3a651da0625d0aaa7855eb11785a55788b9f6d8038956
CANDIDATE_V29_GEN__C0114__922965BC040BE132_8x6b_s1931_7569f77ce7a9	V29_GEN__C0114__922965BC040BE132	8x6b	1931	7569f77ce7a9f8bdf67d8b8d17a6362c5b74aca5a7bc9093eb16fae225f711d9
CANDIDATE_V29_GEN__C0072__E42E00E0607A6403_9e6y_s917_75711dbec8c4	V29_GEN__C0072__E42E00E0607A6403	9e6y	917	75711dbec8c43f833d01c5bd9e7399f3047f3a1d447cbaac72ab763e7ba963cb
CANDIDATE_V29_GEN__C0518__9F1C64CC05DF46FA_9e6y_s917_75760d1f530f	V29_GEN__C0518__9F1C64CC05DF46FA	9e6y	917	75760d1f530f77ad52006fb4816128239d2e33e56aa0322ef3df212bb03f9c86
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__C_CROSS__H1H3__B03__M00_9e6y_s1931_75766d8d739a	V29_RF__RFV1__PLDNANO_VHH_00449__C_CROSS__H1H3__B03__M00	9e6y	1931	75766d8d739ad90b9ea8aaf5e00f2a6edbaef721d43234f09037a0b88bf06c61
CANDIDATE_V29_GEN__C0065__EA2F9FEE201D9450_8x6b_s917_75815d932c98	V29_GEN__C0065__EA2F9FEE201D9450	8x6b	917	75815d932c98f57b0ae1869619854b821a805d05184b38ebbfadca6ea1336f19
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B06__M01_9e6y_s917_758afeb301d9	V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B06__M01	9e6y	917	758afeb301d993e7bcc8d8f981c89c27ae54a1c9ed5460f98b27b094b20ef67c
CANDIDATE_V29_GEN__C0311__1531D463821EF3D7_9e6y_s1931_7591178d1e13	V29_GEN__C0311__1531D463821EF3D7	9e6y	1931	7591178d1e1312d9128cf271062c303ffbbe556d76190fb2c16deeae16174b37
CANDIDATE_V29_GEN__C0136__2535DEB195A67AC3_9e6y_s917_75939b38997e	V29_GEN__C0136__2535DEB195A67AC3	9e6y	917	75939b38997ec523df1c09b7be49aeee99cf4d71a16701f2a79e0b3ef9d70c1e
CANDIDATE_V29_GEN__C0048__3634883AF3CDED68_8x6b_s917_759971cf3424	V29_GEN__C0048__3634883AF3CDED68	8x6b	917	759971cf342470ebf22f12448d1364baf7f7c1cac9c109e65848a95cbdac87b8
CANDIDATE_V29_GEN__C0196__F056B6F6908AE0AA_8x6b_s917_759a902b05c7	V29_GEN__C0196__F056B6F6908AE0AA	8x6b	917	759a902b05c7c4f1920327e016a255d0f9326f71bd07afc7c44c98ac5a7b7759
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B02__M00_9e6y_s917_759b7fb879a3	V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B02__M00	9e6y	917	759b7fb879a34feaacd152c3ce8bbf08afc1e6e9e769a9df6fd467293bb8229f
CANDIDATE_V29_GEN__C0514__C3D0E92993F52267_9e6y_s917_75a08e30072f	V29_GEN__C0514__C3D0E92993F52267	9e6y	917	75a08e30072f65f8cb289e3d9a6e14623d3d6ebb7adacee362844293881fa288
CANDIDATE_V29_GEN__C0052__E58F1E17B6A66C63_9e6y_s917_75a27f8b50b7	V29_GEN__C0052__E58F1E17B6A66C63	9e6y	917	75a27f8b50b7b048a04e05fd19030f0f73fd3f5ec2b1df433ca0fc2d276dc9a5
CANDIDATE_V29_GEN__C0054__84CA14FA99A228D4_8x6b_s917_75a78e274c60	V29_GEN__C0054__84CA14FA99A228D4	8x6b	917	75a78e274c60ebffe0329930ed11d20f3d8845a04a160610881bf5dff1794cbc
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B11__M00_8x6b_s917_75b3aa36d92a	V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B11__M00	8x6b	917	75b3aa36d92ae42e48cb3c834e97188c5c3f4061dce42f0027a8ffaa6f30f0b6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B01__M00_9e6y_s917_75b7603d9468	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H1H3__B01__M00	9e6y	917	75b7603d94687b6d32629c27f9c2d89c621ad2e8778bd7bd93e55468ababfde9
CANDIDATE_V29_GEN__C0125__02BB0C6F6E744283_8x6b_s917_75b7d2f9dff5	V29_GEN__C0125__02BB0C6F6E744283	8x6b	917	75b7d2f9dff53c2f8f88a9d375e68c4aa04745495f563b580dc3517d7293e220
CANDIDATE_V29_GEN__C0106__59DF1E9D094B42CF_9e6y_s3253_75b94e7207cd	V29_GEN__C0106__59DF1E9D094B42CF	9e6y	3253	75b94e7207cdfe4debd820f2e20c0d9b2e2e0691d5698b2bd25a33887910f412
CANDIDATE_V29_GEN__C0048__78714B904CD6F85E_9e6y_s917_75bb6f3f71e7	V29_GEN__C0048__78714B904CD6F85E	9e6y	917	75bb6f3f71e779a26d305f3d7aaea0fc1fb38d6b25f99273f47fe2d4bd818fd3
CANDIDATE_V29_GEN__C0258__100DD9FA4E7FE6C2_8x6b_s917_75bf6a2b5608	V29_GEN__C0258__100DD9FA4E7FE6C2	8x6b	917	75bf6a2b56085fe9c03473241c0ce91b75d3429812ebdfb1d6bdd9c0574db9ca
CANDIDATE_V29_GEN__C0324__A49B46265732C401_8x6b_s917_75c02eb0bb1f	V29_GEN__C0324__A49B46265732C401	8x6b	917	75c02eb0bb1fa2d0f2da55fd1e5b73ee7c0e311d4d7ab8f3d4961779b1646a46
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M01_8x6b_s917_75c570f8d6aa	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M01	8x6b	917	75c570f8d6aa6998f1be087a1dc1760d7b22325305ef3a4d2a69b7cf0d7537c3
CANDIDATE_V29_GEN__C0183__AD6404D61D668A7C_9e6y_s917_75c8b316626b	V29_GEN__C0183__AD6404D61D668A7C	9e6y	917	75c8b316626b4ba5eee7e294e3fafb7f1f35eddf619920aa69d78a9011467ad3
CANDIDATE_V29_GEN__C0076__B0EF9B4A4900AE3D_9e6y_s917_75cb67a24c23	V29_GEN__C0076__B0EF9B4A4900AE3D	9e6y	917	75cb67a24c232c53cfd9e57a4ba7a908326dc4d586f30fa8d7074904748f7e7c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__B_LOWER__H3__B04__M02_9e6y_s917_75d9b9c507cf	V29_RF__RFV1__PLDNANO_VHH_00456__B_LOWER__H3__B04__M02	9e6y	917	75d9b9c507cf227c72dd773324d4b3b8a54ef1c098391ed1b8d2be6cddf8a368
CANDIDATE_V29_GEN__C0113__EE3D85833907DB21_8x6b_s917_75dc59f01404	V29_GEN__C0113__EE3D85833907DB21	8x6b	917	75dc59f01404d2ce0d9325026d1a4423eff3cf74ac9f4b0d0e98ac78a5ef4521
CANDIDATE_V29_GEN__C0527__35D40532192C6B83_9e6y_s917_75dd47d5a723	V29_GEN__C0527__35D40532192C6B83	9e6y	917	75dd47d5a7238f1df680cbe9b31720582602af30aef63320a47ea54dcb15926a
CANDIDATE_V29_GEN__C0219__A50336342120A4CB_8x6b_s917_75e894250f09	V29_GEN__C0219__A50336342120A4CB	8x6b	917	75e894250f094bd6c6c98441f128b6b69cc9acf43f82f61c01d06422ef171e33
CANDIDATE_V29_GEN__C0411__3A2DCFD3351D30DC_8x6b_s917_75e9f94aef50	V29_GEN__C0411__3A2DCFD3351D30DC	8x6b	917	75e9f94aef50d889e7b4b3be598eebc0497cf0fdffc170737bd6da738022f68b
CANDIDATE_V29_GEN__C0114__38875F793EFB6E70_8x6b_s3253_75f2f4e4263a	V29_GEN__C0114__38875F793EFB6E70	8x6b	3253	75f2f4e4263ac9f7f484c7130d6517b55857f6c4b4fb3e6de54fe7cffded4772
CANDIDATE_V29_GEN__C0054__AC2D752FCCE95A40_9e6y_s917_75f622f2e74a	V29_GEN__C0054__AC2D752FCCE95A40	9e6y	917	75f622f2e74aaeb2913f6e928891a323b50e3a4e6500bf6344c3b5243318adb2
CANDIDATE_V29_GEN__C0119__4FB20CA482EBA717_8x6b_s917_75fbaea9f725	V29_GEN__C0119__4FB20CA482EBA717	8x6b	917	75fbaea9f725e47ab3ccd7335a6eaebdb35ae152a976b030966656d2563afb34
CANDIDATE_V29_GEN__C0076__5D13D6BA6C885434_9e6y_s1931_75ffd661a4a9	V29_GEN__C0076__5D13D6BA6C885434	9e6y	1931	75ffd661a4a96fa38c06b66b71ac20115ba09a6f4acc0bdbc019e19138299651
CANDIDATE_V29_GEN__C0065__FE69884528715DBD_9e6y_s917_7603870c7d22	V29_GEN__C0065__FE69884528715DBD	9e6y	917	7603870c7d225c92f5b93eb89ae46f6d6d1be8e89992589942ac0c13868709dc
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H3__B07__M00_9e6y_s1931_7606baa5001a	V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H3__B07__M00	9e6y	1931	7606baa5001ad34b33a5902d7b0bc9f6979f220f9f480db2c395385afa8e29e0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B01__M02_8x6b_s917_76081b53a9d3	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B01__M02	8x6b	917	76081b53a9d3e454b93932f1ff3d337713fcfd06be0b56935a4e04509fe92ea8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__A_CENTER__H3__B08__M01_9e6y_s917_7613166f74fd	V29_RF__RFV1__PLDNANO_VHH_00322__A_CENTER__H3__B08__M01	9e6y	917	7613166f74fd8402a4a0455ffcb14f7736970a31c395f766b1808ce6822878a5
CANDIDATE_V29_GEN__C0086__F19DCA946B3B4A70_9e6y_s917_76164bac59b6	V29_GEN__C0086__F19DCA946B3B4A70	9e6y	917	76164bac59b6107a3254c5c704abad7aa6e81e88b5102f24be94924bf9044d67
CANDIDATE_V29_GEN__C0176__0175E805AAF8024A_8x6b_s1931_7618245dfcf6	V29_GEN__C0176__0175E805AAF8024A	8x6b	1931	7618245dfcf6d360090a259adce279f2ca57bcf1f02088cf08f9eab8e812d880
CANDIDATE_V29_GEN__C0054__2C4C47596B254F4B_9e6y_s917_761dc204064f	V29_GEN__C0054__2C4C47596B254F4B	9e6y	917	761dc204064f684f985147c18c10ff54626e67c08fec80a3d08e3eb515bba164
CANDIDATE_V29_GEN__C0171__CB37A80D5A7FB33F_9e6y_s917_761fc67b8ee1	V29_GEN__C0171__CB37A80D5A7FB33F	9e6y	917	761fc67b8ee176b9724743d9811765567fd9e1e43b833ceaf315d94f6e3e39e2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__B_LOWER__H1H3__B04__M00_9e6y_s3253_76285e7608dc	V29_RF__RFV1__PLDNANO_VHH_00882__B_LOWER__H1H3__B04__M00	9e6y	3253	76285e7608dc8b442af29976a87771308082db242042f1e3d4858b9412d0639c
CANDIDATE_V29_GEN__C0072__C4B9461B3B7FBB42_9e6y_s917_762a94179edd	V29_GEN__C0072__C4B9461B3B7FBB42	9e6y	917	762a94179edd1d7865c22f18d3891736ec7187d996e7ede98eaab0ec503dd8da
CANDIDATE_V29_GEN__C0150__117D8D580910E271_8x6b_s1931_762c0481616c	V29_GEN__C0150__117D8D580910E271	8x6b	1931	762c0481616c8db07ebaee4f30b2e3f2f8a1acbed817bc0947f1fbb5a71a2379
CANDIDATE_V29_GEN__C0007__54D93C0887DD4D12_9e6y_s917_762f059e10dd	V29_GEN__C0007__54D93C0887DD4D12	9e6y	917	762f059e10ddf974b997009aaaf939ff6c0e18e2933e152e7b868724393664de
CANDIDATE_V29_GEN__C0176__0175E805AAF8024A_9e6y_s917_76315722ad07	V29_GEN__C0176__0175E805AAF8024A	9e6y	917	76315722ad07059ded6c0aa699a791613d3497ae67c1e2ca654196040762eb44
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02_9e6y_s917_7635cdec6fbb	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02	9e6y	917	7635cdec6fbbfb658b36e0d619089c3a41a00ead5fa4c49dd8f34899f616fed7
CANDIDATE_V29_GEN__C0075__92295A0AE08A6A39_8x6b_s917_763a530de322	V29_GEN__C0075__92295A0AE08A6A39	8x6b	917	763a530de322a1f9df82ad48902c8f45fab26c131f1c9cf19ff5f404a3f9ed5f
